Run,Filename,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes,Bytes Sent,Bytes Received,Num Peers
213,B_10kB,10240,1.0111138820648193,10127.444773172985,1701,1288,413,1
214,B_10kB,10240,1.0162196159362793,10076.562033852813,2246,1258,988,1
215,B_10kB,10240,1.003021001815796,10209.15811479745,2484,1056,1428,1
216,B_10kB,10240,1.1563193798065186,8855.684838312933,822,726,96,1
217,B_10kB,10240,1.0067920684814453,10170.918425534575,2648,1628,1020,1
218,B_10kB,10240,1.007129430770874,10167.51143113962,1725,942,783,1
219,B_10kB,10240,0.5020954608917236,20394.52812780605,10240,0,10240,1
220,B_10kB,10240,1.5113685131072998,6775.316483831637,2439,1145,1294,1
221,B_10kB,10240,0.5142745971679688,19911.54153129497,314,294,20,1
222,B_10kB,10240,1.0038702487945557,10200.521444176835,10240,0,10240,1
223,B_10kB,10240,1.0056133270263672,10182.840386851305,522,454,68,1
224,B_10kB,10240,1.0052788257598877,10186.228673681264,10240,0,10240,1
225,B_10kB,10240,1.0070180892944336,10168.635607305374,10240,0,10240,1
226,B_10kB,10240,1.0078904628753662,10159.834205382553,10240,0,10240,1
227,B_10kB,10240,1.0039277076721191,10199.937626728362,10240,0,10240,1
228,B_10kB,10240,1.002429723739624,10215.179934807866,10240,0,10240,1
229,B_10kB,10240,1.0047245025634766,10191.848585232505,10240,0,10240,1
230,B_10kB,10240,1.0122551918029785,10116.026159135843,10240,0,10240,1
231,B_10kB,10240,1.0030064582824707,10209.306146976145,10240,0,10240,1
232,B_10kB,10240,1.1335313320159912,9033.715884842908,2364,1198,1166,1
233,B_10kB,10240,1.0058765411376953,10180.175778250145,1814,802,1012,1
234,B_10kB,10240,1.0037622451782227,10201.6190080768,10240,0,10240,1
235,B_10kB,10240,1.0023400783538818,10216.093540644306,1640,499,1141,1
236,B_10kB,10240,1.0051167011260986,10187.871705372572,2207,1117,1090,1
237,B_10kB,10240,1.0066382884979248,10172.472194833575,1090,597,493,1
238,B_10kB,10240,1.002392292022705,10215.561393969752,2048,1157,891,1
239,B_10kB,10240,1.003627061843872,10202.993112986596,1598,618,980,1
240,B_10kB,10240,1.007897138595581,10159.766912592459,970,567,403,1
241,B_10kB,10240,1.008427619934082,10154.422387468283,1740,877,863,1
242,B_10kB,10240,1.023425817489624,10005.610396968335,2035,926,1109,1
243,B_10kB,10240,1.0114436149597168,10124.143203383446,1195,801,394,1
244,B_10kB,10240,1.0168101787567139,10070.709571889587,1728,488,1240,1
245,B_10kB,10240,1.0038044452667236,10201.190130493098,1595,1070,525,1
246,B_10kB,10240,1.0032312870025635,10207.018194772303,1069,762,307,1
247,B_10kB,10240,1.0030624866485596,10208.735882660681,1352,262,1090,1
